Time (h),Aeration rate(Fg:L/h),Agitator RPM(RPM:RPM),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Heating water flow rate(Fh:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Dumped broth flow(Fremoved:L/h),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),Vessel Volume(V:L),Vessel Weight(Wt:Kg),pH(pH:pH),Temperature(T:K),Generated heat(Q:kJ),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),PAA concentration offline(PAA_offline:PAA (g L^{-1})),Oil flow(Foil:L/hr),NH_3 concentration off-line(NH3_offline:NH3 (g L^{-1})),Oxygen Uptake Rate(OUR:(g min^{-1})),Oxygen in percent in off-gas(O2:O2  (%)),Offline Penicillin concentration(P_offline:P(g L^{-1})),Offline Biomass concentratio(X_offline:X(g L^{-1})),Carbon evolution rate(CER:g/h),Ammonia shots(NH3_shots:kgs),Viscosity(Viscosity_offline:centPoise),Fault reference(Fault_ref:Fault ref),0 - Recipe driven 1 - Operator controlled(Control_ref:Control ref),1- No Raman spec, 1-Raman spec recorded,2-PAT control(PAT_ref:PAT ref),Batch reference(Batch_ref:Batch ref),Batch ID,Fault flag
216.0,65.0,100.0,75.0,0.0,13.626,99.9,1.8785,250.0,0.9,0.0,41.235,9.7436,13.994,69522.0,79036.0,6.4868,297.93,185.73,1.436,9.0,5830.2,23.0,3421.0,0.73275,0.19598,14.073,21.995,1.1877,0.0,82.826,0.0,1.0,1.0,44.0,44.0,0.0,85820.0,86242.0
228.0,65.0,100.0,90.0,0.0,14.064,87.592,10.832,250.0,0.9,0.0,49.513,10.221,12.851,73389.0,83500.0,6.5018,297.95,187.75,1.3951,10.0,6465.2,23.0,3633.4,0.77476,0.19569,12.924,20.836,1.1538,0.0,79.249,0.0,1.0,1.0,44.0,44.0,0.0,80079.0,80656.0
230.0,65.0,100.0,90.0,0.0,14.857,70.976,9.5429,250.0,0.9,0.0,50.947,10.289,12.672,74043.0,84259.0,6.5078,297.9,171.92,1.3879,10.0,6568.0,23.0,3667.3,0.78131,0.19565,12.743,20.652,1.1477,0.0,78.639,0.0,1.0,1.0,44.0,44.0,0.0,79176.0,78752.0
1.0,30.0,100.0,8.0,1.5669,0.0,81.912,7.9484,0.0,0.6,0.0,1.4066,14.654,0.00099815,58251.0,62084.0,6.5479,298.0,236.84,0.092112,5.0,1402.1,22.0,1750.8,-0.08953,0.20667,0.001,0.40217,0.035033,0.0,4.0758,0.0,1.0,1.0,45.0,45.0,0.0,0.0,0.0
12.0,42.0,100.0,15.0,0.0,52.817,164.22,0.0001,0.0,0.6,0.0,0.87619,11.342,0.00096706,58434.0,62586.0,6.4999,298.12,267.92,0.31421,0.0,1514.0,30.0,1877.1,0.97105,0.19143,0.00096963,2.5973,0.1674,0.0,10.403,0.0,1.0,1.0,45.0,45.0,0.0,21555.0,21360.0
24.0,55.0,100.0,150.0,0.0,225.0,190.97,0.0001,0.0,0.7,0.0,0.013396,9.1694,0.00091342,60288.0,65074.0,6.48,298.0,237.07,0.71005,0.0,1212.4,35.0,1877.1,1.6605,0.18659,0.00091956,8.5008,0.4959,0.0,21.579,0.0,1.0,1.0,45.0,45.0,0.0,21236.0,21040.0
36.0,55.0,100.0,43.0,0.0,72.041,192.43,0.0001,0.0,0.9,0.0,0.0025539,11.699,1.3573,61180.0,66474.0,6.522,298.12,270.97,0.97916,0.0,789.12,35.0,1828.8,1.1267,0.19166,1.2445,12.15,0.68435,0.0,34.766,0.0,1.0,1.0,45.0,45.0,0.0,28036.0,28018.0
48.0,60.0,100.0,57.0,0.0,78.001,50.381,175.99,0.0,1.1,0.0,0.0019945,12.073,3.3678,62486.0,68346.0,6.5002,298.58,403.72,1.1558,10.0,866.21,35.0,1888.1,1.2272,0.19134,3.2118,15.471,0.8817,0.0,48.659,0.0,1.0,1.0,45.0,45.0,0.0,37529.0,37028.0
60.0,60.0,100.0,72.0,0.0,81.169,0.45805,0.0001,500.0,1.1,0.0,0.0015926,14.008,5.388,69014.0,75470.0,6.4951,297.98,227.49,1.4029,10.0,1242.8,34.0,1896.0,1.0745,0.1923,5.2591,17.258,1.0709,0.0,40.054,0.0,1.0,1.0,45.0,45.0,0.0,47380.0,46898.0
72.0,60.0,100.0,84.0,0.0,72.28,56.927,7.6336,500.0,1.1,0.0,0.0012269,15.467,7.1179,76576.0,83597.0,6.4946,297.97,225.41,1.604,10.0,1550.4,31.0,1868.9,1.0369,0.19227,7.016,17.902,1.2252,0.0,24.481,0.0,1.0,1.0,45.0,45.0,0.0,54875.0,54741.0
84.0,60.0,100.0,90.0,0.0,55.918,17.372,0.0001,100.0,1.1,0.0,0.00092724,14.497,9.0621,80789.0,88399.0,6.5023,297.96,219.96,1.8117,10.0,1744.4,23.0,1874.9,1.5237,0.18727,8.9392,19.206,1.3847,0.0,25.271,0.0,1.0,1.0,45.0,45.0,0.0,64190.0,63906.0
96.0,75.0,100.0,90.0,0.0,109.81,0.0001,0.0001,100.0,1.1,0.0,0.00083011,14.421,10.701,83587.0,91691.0,6.4884,297.96,218.72,1.5617,10.0,1983.4,23.0,1929.7,1.4772,0.19098,10.598,20.034,1.4909,0.0,33.65,0.0,1.0,1.0,45.0,45.0,0.0,72938.0,73501.0
108.0,75.0,100.0,90.0,0.0,67.873,0.0001,0.0001,100.0,1.0,0.0,0.00090745,12.84,12.287,79634.0,87320.0,6.4934,297.95,216.08,1.5335,10.0,2214.7,23.0,1981.1,1.4768,0.19104,12.175,20.732,1.4639,0.0,41.831,0.0,1.0,1.0,45.0,45.0,0.0,79925.0,80002.0
120.0,75.0,100.0,75.0,0.0,0.0,0.0003041,6.4594,100.0,1.0,0.0,0.58912,13.818,13.693,82368.0,90592.0,6.5239,297.83,168.15,1.6197,10.0,2434.5,23.0,2040.3,1.0982,0.19372,13.743,21.396,1.5466,0.0,49.822,0.0,1.0,1.0,45.0,45.0,0.0,87040.0,87463.0
132.0,75.0,100.0,75.0,3.6302,0.0,25.267,196.48,100.0,1.0,-4000.0,6.6254,13.738,12.978,77195.0,84985.0,6.6646,298.32,351.69,1.4786,10.0,3105.7,23.0,2320.5,0.8408,0.19593,13.025,20.913,1.4113,0.0,57.56,0.0,1.0,1.0,45.0,45.0,0.0,83273.0,83856.0
144.0,75.0,100.0,60.0,0.0,1.7934,11.138,60.019,100.0,1.0,0.0,13.893,13.498,12.286,79059.0,87380.0,6.5006,297.98,229.64,1.4586,11.0,3826.0,23.0,2614.3,0.92419,0.19534,12.329,20.418,1.392,0.0,65.217,0.0,1.0,1.0,45.0,45.0,0.0,79618.0,80027.0
156.0,75.0,100.0,60.0,0.0,4.2638,43.826,6.6371,0.0,0.9,0.0,21.302,12.146,11.744,73114.0,81027.0,6.4885,297.92,204.97,1.3163,11.0,4608.8,23.0,2934.7,0.77775,0.19672,11.773,20.107,1.2557,0.0,75.438,0.0,1.0,1.0,45.0,45.0,0.0,75660.0,75897.0
168.0,75.0,100.0,75.0,0.0,12.024,22.196,92.318,400.0,0.9,0.0,27.934,13.968,10.812,76992.0,85426.0,6.5058,298.02,241.3,1.2985,11.0,5335.2,23.0,3188.4,0.30928,0.20024,10.887,19.178,1.2387,0.0,74.631,0.0,1.0,1.0,45.0,45.0,0.0,71962.0,72357.0
180.0,75.0,100.0,90.0,0.0,2.9888,290.45,33.585,150.0,0.9,0.0,34.84,13.125,10.065,72922.0,80955.0,6.4894,298.01,235.82,1.1655,12.0,6071.0,23.0,3442.4,0.64736,0.198,10.109,18.367,1.1113,0.0,75.542,0.0,1.0,1.0,45.0,45.0,0.0,67610.0,67498.0
192.0,75.0,100.0,90.0,3.6311,0.0,131.4,4.5002,150.0,0.9,-4000.0,43.22,13.101,9.4054,68539.0,76248.0,6.6564,297.67,126.69,1.0437,12.0,6886.5,23.0,3719.7,0.65608,0.19817,9.4488,17.706,0.99487,0.0,79.862,0.0,1.0,1.0,45.0,45.0,0.0,64158.0,64040.0
204.0,65.0,100.0,90.0,0.0,7.1614,52.104,8.7881,250.0,0.9,0.0,51.416,13.276,8.7192,71660.0,79937.0,6.4939,297.85,180.21,1.1725,13.0,7719.8,23.0,3991.1,0.7392,0.19644,8.769,16.954,0.96902,0.0,82.485,0.0,1.0,1.0,45.0,45.0,0.0,61102.0,61311.0
216.0,65.0,100.0,90.0,0.0,3.1191,42.917,366.54,250.0,0.9,0.0,58.852,13.632,7.9965,68465.0,76425.0,6.5089,298.59,419.56,1.0404,13.0,8493.5,23.0,4220.4,0.53775,0.19845,8.0441,16.042,0.85948,0.0,80.56,0.0,1.0,1.0,45.0,45.0,0.0,56420.0,55956.0
228.0,65.0,100.0,105.0,0.0,5.57,140.94,2.8059,250.0,0.9,0.0,67.131,14.0,7.3155,72532.0,81104.0,6.4996,297.92,198.43,1.0157,14.0,9233.4,23.0,4442.4,0.46541,0.19912,7.3587,15.141,0.83904,0.0,78.462,0.0,1.0,1.0,45.0,45.0,0.0,53944.0,53807.0
240.0,65.0,100.0,120.0,0.0,9.2743,135.17,14.767,250.0,0.9,0.0,75.172,14.398,6.6812,69534.0,77846.0,6.4927,297.9,192.59,0.89609,14.0,9955.7,23.0,4655.2,0.26249,0.20111,6.7219,14.266,0.73999,0.0,76.186,0.0,1.0,1.0,45.0,45.0,0.0,49699.0,50055.0
252.0,60.0,100.0,120.0,4.1506,0.0,43.321,321.97,0.0,0.9,-4000.0,85.376,13.773,6.1389,66205.0,74362.0,6.6642,298.68,440.01,0.85411,14.0,10624.0,23.0,4855.1,0.39897,0.19973,6.1592,13.485,0.651,0.0,75.227,0.0,1.0,1.0,45.0,45.0,0.0,47375.0,46893.0
262.0,60.0,100.0,135.0,0.0,11.127,220.77,4.1512,0.0,0.9,0.0,96.265,13.855,5.8802,67340.0,76061.0,6.5053,297.88,191.18,0.82822,15.0,11524.0,23.0,5170.0,0.23884,0.20128,5.9014,13.261,0.63122,0.0,85.612,0.0,1.0,1.0,45.0,45.0,0.0,46336.0,46851.0
1.0,30.0,100.0,8.0,0.0,0.0,89.815,8.2125,0.0,0.6,0.0,1.3466,14.561,0.00099814,58020.0,61618.0,6.4993,298.04,290.52,0.11638,5.0,1418.2,22.0,1587.2,-0.028706,0.20549,0.001,0.57519,0.044266,0.0,4.0855,0.0,1.0,1.0,46.0,46.0,0.0,0.0,0.0
12.0,42.0,100.0,15.0,0.0,92.311,146.95,0.0001,0.0,0.6,0.0,0.0090553,12.764,0.0009631,58444.0,62367.0,6.5383,297.9,252.55,0.36936,0.0,1512.1,30.0,1703.1,0.6176,0.19615,0.00096612,3.1869,0.19681,0.0,10.976,0.0,1.0,1.0,46.0,46.0,0.0,21023.0,20828.0
24.0,55.0,100.0,150.0,0.0,225.0,226.99,0.0001,0.0,0.7,0.0,0.016041,9.1489,0.00090453,60314.0,64916.0,6.4518,298.04,290.44,0.76102,0.0,1207.0,35.0,1705.1,1.7984,0.18504,0.00091062,9.1413,0.53157,0.0,22.361,0.0,1.0,1.0,46.0,46.0,0.0,20678.0,20482.0
36.0,55.0,100.0,43.0,0.0,46.503,84.238,0.0001,0.0,0.9,0.0,0.002608,12.019,1.6909,61048.0,66164.0,6.4921,298.0,278.65,1.0243,0.0,727.58,35.0,1639.0,1.1004,0.19185,1.5524,12.767,0.71597,0.0,35.889,0.0,1.0,1.0,46.0,46.0,0.0,29583.0,29068.0
48.0,60.0,100.0,57.0,0.0,48.666,73.891,0.0001,0.0,1.1,0.0,0.0020098,12.484,4.1807,62004.0,67686.0,6.5114,298.0,279.17,1.1827,10.0,700.74,35.0,1680.9,1.2567,0.19101,3.993,15.982,0.9023,0.0,50.018,0.0,1.0,1.0,46.0,46.0,0.0,40396.0,40569.0
60.0,60.0,100.0,72.0,0.0,57.151,6.6662,0.0001,500.0,1.1,0.0,0.0018709,14.136,6.7039,68204.0,74480.0,6.4939,297.99,275.76,1.4129,10.0,993.81,34.0,1687.0,1.1364,0.1917,6.5492,17.585,1.0786,0.0,41.555,0.0,1.0,1.0,46.0,46.0,0.0,52684.0,52713.0
72.0,60.0,100.0,84.0,0.0,65.499,2.5894,18.503,500.0,1.1,0.0,0.0015714,15.319,8.8727,75663.0,82543.0,6.5127,297.96,266.35,1.6301,10.0,1230.6,31.0,1654.1,1.2595,0.19012,8.7387,18.41,1.2452,0.0,26.118,0.0,1.0,1.0,46.0,46.0,0.0,63802.0,63516.0
84.0,60.0,100.0,90.0,0.0,54.604,21.958,0.0001,100.0,1.1,0.0,0.0012001,14.42,11.24,79634.0,87146.0,6.4916,297.99,276.99,1.8554,10.0,1342.0,23.0,1646.9,1.6839,0.18566,11.091,19.959,1.4183,0.0,27.124,0.0,1.0,1.0,46.0,46.0,0.0,74663.0,74899.0
96.0,75.0,100.0,90.0,0.0,45.706,26.529,0.0001,100.0,1.1,0.0,0.0011771,14.045,13.528,82153.0,90235.0,6.495,298.0,281.1,1.6229,10.0,1437.8,23.0,1667.3,1.7177,0.18904,13.376,21.171,1.5497,0.0,35.814,0.0,1.0,1.0,46.0,46.0,0.0,86058.0,86647.0
108.0,75.0,100.0,90.0,0.0,65.484,35.018,0.0001,100.0,1.0,0.0,0.0013078,12.309,15.999,77658.0,85399.0,6.5058,297.98,274.73,1.6264,10.0,1481.4,23.0,1672.2,1.7331,0.18892,15.836,22.533,1.553,0.0,44.494,0.0,1.0,1.0,46.0,46.0,0.0,98347.0,98957.0
120.0,75.0,100.0,75.0,0.0,56.484,13.362,0.0001,100.0,1.0,0.0,0.00080113,12.233,18.49,80446.0,88836.0,6.5133,297.95,261.04,1.7629,10.0,1492.3,23.0,1667.8,1.6803,0.18906,18.34,23.769,1.684,0.0,53.223,0.0,1.0,1.0,46.0,46.0,0.0,109740.0,109870.0
132.0,75.0,100.0,75.0,0.0,35.765,2.0568,18.02,100.0,1.0,-4000.0,0.00092252,11.786,20.353,75745.0,83690.0,6.523,297.97,270.44,1.6875,10.0,1600.7,23.0,1726.4,1.4785,0.19073,20.215,24.256,1.6116,0.0,61.681,0.0,1.0,1.0,46.0,46.0,0.0,119060.0,119370.0
144.0,75.0,100.0,90.0,0.0,52.893,0.70497,15.861,100.0,1.0,0.0,0.00097749,11.59,22.443,78173.0,86708.0,6.5155,297.95,263.13,1.7467,9.0,1653.5,23.0,1770.5,1.4775,0.19062,22.294,24.63,1.6685,0.0,69.513,0.0,1.0,1.0,46.0,46.0,0.0,128000.0,128660.0
156.0,75.0,100.0,90.0,0.0,26.981,0.0001,9.6462,0.0,0.9,0.0,0.00092591,10.138,24.676,73030.0,81154.0,6.494,297.96,267.71,1.6384,9.0,1622.6,23.0,1797.6,1.3566,0.19174,24.509,24.944,1.5645,0.0,79.103,0.0,1.0,1.0,46.0,46.0,0.0,139100.0,139120.0
168.0,75.0,100.0,90.0,0.0,49.49,3.0099,0.0001,400.0,0.9,0.0,0.0010495,12.379,26.084,77530.0,86281.0,6.4957,297.86,228.9,1.6706,8.0,1657.3,23.0,1815.9,0.87305,0.1953,26.034,24.371,1.5954,0.0,76.461,0.0,1.0,1.0,46.0,46.0,0.0,145360.0,145220.0
180.0,75.0,100.0,90.0,0.0,57.567,1.0375,72.19,150.0,0.9,0.0,0.0011971,11.523,27.711,74301.0,82586.0,6.4896,297.98,276.53,1.5511,9.0,1631.3,23.0,1828.3,1.139,0.19355,27.606,23.872,1.4807,0.0,74.952,0.0,1.0,1.0,46.0,46.0,0.0,153140.0,153680.0
192.0,75.0,100.0,90.0,0.0,53.045,79.706,10.48,150.0,0.9,-4000.0,0.001695,11.449,29.269,70640.0,78415.0,6.4822,298.01,287.63,1.4326,9.0,1668.9,23.0,1879.1,1.0488,0.19446,29.152,23.478,1.3671,0.0,76.584,0.0,1.0,1.0,46.0,46.0,0.0,161050.0,161440.0
204.0,65.0,100.0,75.0,0.0,42.28,94.889,12.89,250.0,0.9,0.0,0.0014288,11.705,30.614,74176.0,82509.0,6.5034,298.02,290.62,1.6665,10.0,1767.6,23.0,1948.1,1.1107,0.19225,30.564,23.165,1.3793,0.0,76.717,0.0,1.0,1.0,46.0,46.0,0.0,167940.0,168680.0
216.0,65.0,100.0,75.0,0.0,27.355,71.279,1.3852,250.0,0.9,0.0,0.0016253,12.006,31.205,71259.0,79043.0,6.4876,297.94,264.41,1.5281,10.0,2051.7,23.0,2078.8,0.97276,0.19372,31.172,22.589,1.2642,0.0,72.359,0.0,1.0,1.0,46.0,46.0,0.0,170700.0,171110.0
228.0,65.0,100.0,90.0,0.0,0.0,36.508,6.193,250.0,0.9,0.0,0.62293,13.462,31.34,75443.0,83759.0,6.5246,297.93,258.26,1.5387,11.0,2411.2,23.0,2232.1,0.72232,0.19586,31.513,22.092,1.2731,0.0,68.025,0.0,1.0,1.0,46.0,46.0,0.0,171220.0,171300.0
230.0,65.0,100.0,90.0,0.0,1.4769,2.3429,0.0001,250.0,0.9,0.0,2.1471,13.504,30.916,76086.0,84498.0,6.503,297.86,233.45,1.5302,11.0,2566.6,23.0,2301.6,0.73864,0.19574,31.085,21.904,1.266,0.0,67.311,0.0,1.0,1.0,46.0,46.0,0.0,168620.0,168690.0
1.0,30.0,100.0,8.0,0.0,0.0,80.202,7.5688,0.0,0.6,0.0,1.3142,14.63,0.00099814,58110.0,62208.0,6.5073,298.01,242.41,0.10473,5.0,1380.0,22.0,1697.5,-0.07742,0.20642,0.001,0.49183,0.039832,0.0,4.0811,0.0,1.0,1.0,47.0,47.0,0.0,0.0,0.0
12.0,42.0,100.0,15.0,0.0,61.565,230.97,0.0001,0.0,0.6,0.0,0.14605,11.272,0.00096726,58277.0,62694.0,6.5043,298.22,297.28,0.34578,0.0,1480.5,30.0,1822.1,0.99796,0.191,0.00096995,2.9096,0.18424,0.0,10.71,0.0,1.0,1.0,47.0,47.0,0.0,21025.0,21330.0
24.0,55.0,100.0,150.0,0.0,225.0,344.24,0.0001,0.0,0.7,0.0,0.015379,8.807,0.00090965,60078.0,65164.0,6.4402,298.11,267.26,0.7433,0.0,1175.7,35.0,1823.3,1.7004,0.18611,0.00091581,8.9247,0.51917,0.0,21.968,0.0,1.0,1.0,47.0,47.0,0.0,21180.0,21151.0
36.0,55.0,100.0,43.0,0.0,42.386,112.22,0.0001,0.0,0.9,0.0,0.0026654,11.615,1.3462,60865.0,66464.0,6.499,298.01,239.12,1.0208,0.0,748.29,35.0,1777.2,1.0437,0.19244,1.2353,12.742,0.71355,0.0,35.437,0.0,1.0,1.0,47.0,47.0,0.0,27897.0,28379.0
48.0,60.0,100.0,57.0,0.0,47.369,194.79,0.0001,0.0,1.1,0.0,0.0022992,11.513,3.2955,61913.0,68110.0,6.501,298.0,237.73,1.2264,10.0,782.47,35.0,1847.5,1.2961,0.19055,3.1343,16.574,0.93576,0.0,49.636,0.0,1.0,1.0,47.0,47.0,0.0,36560.0,36892.0
60.0,60.0,100.0,72.0,0.0,57.83,34.773,0.0001,500.0,1.1,0.0,0.0020716,13.078,5.5885,68195.0,75036.0,6.4989,298.01,237.65,1.5064,10.0,1084.9,34.0,1844.9,1.2781,0.19018,5.4331,18.748,1.1503,0.0,41.449,0.0,1.0,1.0,47.0,47.0,0.0,47216.0,47401.0
72.0,60.0,100.0,84.0,0.0,93.072,26.183,0.0001,500.0,1.1,0.0,0.0018265,14.259,7.9593,75863.0,83409.0,6.505,297.99,233.01,1.8018,10.0,1257.4,31.0,1763.0,1.4359,0.18812,7.7997,20.294,1.3771,0.0,26.486,0.0,1.0,1.0,47.0,47.0,0.0,59813.0,60020.0
84.0,60.0,100.0,90.0,0.0,44.582,67.966,0.0001,100.0,1.1,0.0,0.0011344,13.245,10.565,80165.0,88442.0,6.4843,297.95,213.52,2.0975,10.0,1278.3,23.0,1708.2,1.9169,0.18298,10.397,22.434,1.6046,0.0,28.165,0.0,1.0,1.0,47.0,47.0,0.0,71830.0,71726.0
96.0,75.0,100.0,90.0,0.0,64.809,84.283,0.0001,100.0,1.1,0.0,0.00095314,12.967,12.606,82833.0,91738.0,6.5233,298.03,244.02,1.8401,10.0,1393.3,23.0,1730.8,1.9271,0.18704,12.454,23.859,1.7582,0.0,37.705,0.0,1.0,1.0,47.0,47.0,0.0,82004.0,81751.0
108.0,75.0,100.0,90.0,0.0,54.561,21.867,0.0001,100.0,1.0,0.0,0.00093742,11.411,14.859,78362.0,86903.0,6.5002,298.01,235.16,1.8146,10.0,1467.6,23.0,1744.6,1.8547,0.18764,14.718,24.976,1.7337,0.0,47.23,0.0,1.0,1.0,47.0,47.0,0.0,91718.0,91317.0
120.0,75.0,100.0,105.0,0.0,56.889,28.473,0.0001,100.0,1.0,0.0,0.0014437,10.028,17.138,80983.0,90141.0,6.497,298.04,249.57,1.9314,10.0,1535.0,23.0,1760.6,2.2144,0.18468,16.967,25.876,1.846,0.0,56.501,0.0,1.0,1.0,47.0,47.0,0.0,102560.0,102840.0
132.0,75.0,100.0,105.0,0.0,58.428,26.295,0.0001,100.0,1.0,-4000.0,0.0012636,9.7088,19.56,76859.0,85701.0,6.4876,298.03,245.25,1.9006,10.0,1507.1,23.0,1744.4,2.0723,0.18582,19.393,26.907,1.8163,0.0,65.559,0.0,1.0,1.0,47.0,47.0,0.0,115100.0,115080.0
144.0,75.0,100.0,90.0,0.0,60.08,6.7353,35.268,100.0,1.0,0.0,0.00081556,9.809,21.735,79770.0,89297.0,6.496,297.98,226.33,1.9942,11.0,1579.7,23.0,1762.8,2.0666,0.18569,21.606,27.559,1.9063,0.0,74.295,0.0,1.0,1.0,47.0,47.0,0.0,124950.0,124940.0
156.0,75.0,100.0,90.0,0.0,38.081,21.753,4.0007,0.0,0.9,0.0,0.00055115,8.6204,23.699,74782.0,83916.0,6.5041,297.93,208.82,1.8748,11.0,1789.2,23.0,1841.1,1.8745,0.18737,23.581,27.882,1.7915,0.0,84.808,0.0,1.0,1.0,47.0,47.0,0.0,133730.0,134070.0
168.0,75.0,100.0,75.0,0.0,62.654,22.88,91.434,400.0,0.9,0.0,0.00059839,11.192,24.224,79221.0,88918.0,6.5014,298.03,243.72,1.8801,10.0,2206.9,23.0,1972.5,1.404,0.19092,24.204,26.848,1.7966,0.0,82.677,0.0,1.0,1.0,47.0,47.0,0.0,136650.0,137000.0
180.0,75.0,100.0,90.0,1.5555,7.4661,16.86,148.15,150.0,0.9,0.0,0.54355,11.293,25.55,75830.0,85023.0,6.5793,298.14,286.32,1.7296,10.0,2405.8,23.0,2032.3,1.2119,0.19265,25.665,26.112,1.6521,0.0,80.949,0.0,1.0,1.0,47.0,47.0,0.0,142460.0,143150.0
192.0,75.0,100.0,90.0,3.6299,0.0,180.63,21.656,150.0,0.9,-4000.0,10.294,11.442,23.925,71529.0,80322.0,6.6676,298.08,262.26,1.5532,10.0,3186.7,23.0,2381.6,1.1086,0.19377,24.032,25.219,1.4827,0.0,82.458,0.0,1.0,1.0,47.0,47.0,0.0,134290.0,134300.0
204.0,65.0,100.0,105.0,0.0,8.2157,145.95,18.903,250.0,0.9,0.0,21.338,11.972,22.215,74692.0,84159.0,6.5076,297.99,232.8,1.7408,10.0,3970.0,23.0,2721.4,1.0156,0.19293,22.343,24.182,1.4411,0.0,82.271,0.0,1.0,1.0,47.0,47.0,0.0,126230.0,126230.0
216.0,65.0,100.0,105.0,0.0,15.607,49.618,398.25,250.0,0.9,0.0,32.186,12.434,20.384,71768.0,80917.0,6.4998,298.76,499.41,1.5436,10.0,4710.0,23.0,3018.5,0.9114,0.19422,20.504,22.888,1.2771,0.0,77.562,0.0,1.0,1.0,47.0,47.0,0.0,117640.0,117950.0
228.0,65.0,100.0,90.0,0.0,13.25,17.246,74.664,250.0,0.9,0.0,40.748,12.818,18.729,75724.0,85482.0,6.5026,297.88,194.18,1.4967,9.0,5370.4,23.0,3277.5,0.82076,0.1951,18.832,21.684,1.2381,0.0,72.718,0.0,1.0,1.0,47.0,47.0,0.0,108900.0,108700.0
1.0,30.0,100.0,8.0,0.51576,34.312,66.829,6.0755,0.0,0.6,0.0,1.1552,14.602,0.0009972,57588.0,61270.0,6.6299,298.04,213.18,0.11483,5.0,1348.0,22.0,1626.6,-0.042059,0.20574,0.001,0.56474,0.043677,0.0,4.0849,0.0,1.0,1.0,48.0,48.0,0.0,0.0,0.0
12.0,42.0,100.0,15.0,0.0,2.3105,358.14,2.5156,0.0,0.6,0.0,0.0099407,12.971,0.00096507,57825.0,61833.0,6.4611,298.46,326.53,0.3657,0.0,1445.2,30.0,1743.9,0.47793,0.19804,0.00096709,3.3026,0.19486,0.0,11.053,0.0,1.0,1.0,48.0,48.0,0.0,21023.0,20827.0
24.0,55.0,100.0,150.0,0.0,225.0,341.32,0.0001,0.0,0.7,0.0,0.01467,9.581,0.00090701,59617.0,64313.0,6.4355,298.08,221.9,0.76621,0.0,1142.8,35.0,1749.3,1.7314,0.18574,0.00091318,9.303,0.5352,0.0,22.358,0.0,1.0,1.0,48.0,48.0,0.0,21678.0,21815.0
36.0,55.0,100.0,43.0,0.0,42.115,221.87,0.0001,0.0,0.9,0.0,0.0025904,12.207,1.7792,60336.0,65553.0,6.5031,298.1,226.83,1.0352,0.0,641.28,35.0,1675.3,1.1617,0.19119,1.6437,13.048,0.72367,0.0,35.925,0.0,1.0,1.0,48.0,48.0,0.0,29515.0,29334.0
48.0,60.0,100.0,57.0,0.0,60.772,298.59,0.0001,0.0,1.1,0.0,0.0024991,12.213,4.1568,61291.0,67113.0,6.4954,298.01,202.57,1.2315,10.0,640.9,35.0,1720.4,1.446,0.18911,3.9737,16.813,0.93965,0.0,50.188,0.0,1.0,1.0,48.0,48.0,0.0,40776.0,40949.0
60.0,60.0,100.0,72.0,0.0,93.169,111.46,0.0001,500.0,1.1,0.0,0.0021902,13.682,6.6469,67796.0,74297.0,6.5017,298.06,214.81,1.5322,10.0,944.37,34.0,1707.9,1.4086,0.18889,6.4743,19.189,1.1701,0.0,42.089,0.0,1.0,1.0,48.0,48.0,0.0,53397.0,53592.0
72.0,60.0,100.0,84.0,0.0,102.82,2.62,0.0002209,500.0,1.1,0.0,0.0015732,14.989,9.1886,75829.0,83036.0,6.5204,297.96,178.22,1.8159,10.0,1108.0,31.0,1620.1,1.5103,0.18738,9.0306,20.496,1.3879,0.0,27.228,0.0,1.0,1.0,48.0,48.0,0.0,65332.0,65049.0
84.0,60.0,100.0,90.0,0.0,50.317,135.2,0.0001,100.0,1.1,0.0,0.0011464,14.044,11.896,80495.0,88401.0,6.4925,297.97,181.04,2.0723,10.0,1143.6,23.0,1565.9,1.994,0.18229,11.717,22.084,1.5852,0.0,28.836,0.0,1.0,1.0,48.0,48.0,0.0,78350.0,78591.0
96.0,75.0,100.0,90.0,0.0,63.595,101.86,0.0001,100.0,1.1,0.0,0.0010357,13.908,14.514,83292.0,91837.0,6.5031,298.04,205.24,1.8198,10.0,1175.4,23.0,1547.8,1.8675,0.18753,14.336,23.46,1.7386,0.0,38.126,0.0,1.0,1.0,48.0,48.0,0.0,90353.0,90784.0
108.0,75.0,100.0,90.0,0.0,53.938,39.008,0.0001,100.0,1.0,0.0,0.0010205,12.46,17.155,78877.0,87069.0,6.5017,297.99,187.29,1.7996,10.0,1185.1,23.0,1536.4,1.7121,0.18875,16.977,24.606,1.7193,0.0,47.341,0.0,1.0,1.0,48.0,48.0,0.0,103970.0,103920.0
120.0,75.0,100.0,105.0,0.0,55.178,0.0001,0.0001,100.0,1.0,0.0,0.00090941,12.078,19.625,81542.0,90367.0,6.4906,297.97,178.68,1.9165,11.0,1212.8,23.0,1537.7,1.7999,0.18786,19.476,25.546,1.8316,0.0,56.41,0.0,1.0,1.0,48.0,48.0,0.0,114750.0,114890.0
